order_id,product_id,product_name,vendor_id,vendor_name,quantity,unit_price,total_cost,order_date,current_stock,reorder_level
O3077,P005,Coarse Aggregates,V005,Green Earth Aggregates,41,3984,163344,21/01/25,116,60
O3078,P005,Coarse Aggregates,V007,Prime Machinery Vendors,119,1483,176477,11/07/25,50,60
O3079,P001,Cement Bags,V005,Green Earth Aggregates,67,3503,234701,28/04/25,105,50
O3080,P006,Electrical Cables,V006,Precision Electricals,159,1731,275229,09/04/25,42,25
O3081,P002,TMT Steel Bars,V001,UltraBuild Suppliers,140,3290,460600,30/07/25,44,40
O3082,P005,Coarse Aggregates,V005,Green Earth Aggregates,151,4338,655038,26/04/25,7,60
O3083,P006,Electrical Cables,V002,Shree Steel Traders,81,4303,348543,02/04/25,71,25
O3084,P006,Electrical Cables,V005,Green Earth Aggregates,54,4014,216756,23/12/25,83,25
O3085,P006,Electrical Cables,V001,UltraBuild Suppliers,29,2573,74617,24/11/25,92,25
O3086,P005,Coarse Aggregates,V001,UltraBuild Suppliers,81,1876,151956,17/04/25,32,60
O3087,P004,PVC Drain Pipes,V006,Precision Electricals,154,2311,355894,11/06/25,80,35
O3088,P007,Paver Blocks,V002,Shree Steel Traders,76,1358,103208,22/02/25,108,45
O3089,P002,TMT Steel Bars,V002,Shree Steel Traders,173,3925,679025,27/08/25,72,40
O3090,P001,Cement Bags,V002,Shree Steel Traders,175,1827,319725,31/10/25,35,50
O3091,P004,PVC Drain Pipes,V002,Shree Steel Traders,146,1975,288350,27/07/25,22,35
O3092,P004,PVC Drain Pipes,V006,Precision Electricals,30,3531,105930,18/01/25,114,35
O3093,P002,TMT Steel Bars,V002,Shree Steel Traders,176,4336,763136,17/06/25,68,40
O3094,P002,TMT Steel Bars,V007,Prime Machinery Vendors,138,4301,593538,28/07/25,114,40
O3095,P001,Cement Bags,V009,AquaFlow Solutions,22,1714,37708,14/01/25,31,50
O3096,P002,TMT Steel Bars,V001,UltraBuild Suppliers,105,3599,377895,09/10/25,19,40
O3097,P001,Cement Bags,V003,Bharat Infra Supply Co.,82,3290,269780,30/08/25,47,50
O3098,P005,Coarse Aggregates,V008,Reliable Bitumen Works,92,1180,108560,01/08/25,97,60
O3099,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,120,3213,385560,27/06/25,83,35
O3100,P001,Cement Bags,V003,Bharat Infra Supply Co.,39,2749,107211,06/02/25,82,50
O3101,P005,Coarse Aggregates,V002,Shree Steel Traders,47,2594,121918,29/04/25,33,60
O3102,P008,Stormwater Grates,V007,Prime Machinery Vendors,107,416,44512,13/03/25,80,20
O3103,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,63,1491,93933,07/11/25,32,35
O3104,P003,Bitumen Drums,V010,Metro Hardware Hub,38,2167,82346,21/05/25,62,30
O3105,P006,Electrical Cables,V006,Precision Electricals,127,828,105156,11/05/25,16,25
O3106,P005,Coarse Aggregates,V001,UltraBuild Suppliers,53,4457,236221,28/07/25,73,60
O3107,P006,Electrical Cables,V001,UltraBuild Suppliers,25,2964,74100,10/09/25,35,25
O3108,P007,Paver Blocks,V007,Prime Machinery Vendors,131,579,75849,22/12/25,71,45
O3109,P002,TMT Steel Bars,V002,Shree Steel Traders,52,3694,192088,10/01/25,104,40
O3110,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,34,4461,151674,15/04/25,118,35
O3111,P007,Paver Blocks,V006,Precision Electricals,121,924,111804,14/01/25,109,45
O3112,P003,Bitumen Drums,V007,Prime Machinery Vendors,136,795,108120,19/04/25,46,30
O3113,P003,Bitumen Drums,V002,Shree Steel Traders,75,2280,171000,24/06/25,119,30
O3114,P001,Cement Bags,V006,Precision Electricals,130,4370,568100,04/04/25,75,50
O3115,P002,TMT Steel Bars,V007,Prime Machinery Vendors,144,4175,601200,15/10/25,59,40
O3116,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,154,2360,363440,21/01/25,42,35
O3117,P004,PVC Drain Pipes,V002,Shree Steel Traders,97,240,23280,28/09/25,106,35
O3118,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,107,2644,282908,02/09/25,35,35
O3119,P003,Bitumen Drums,V009,AquaFlow Solutions,124,577,71548,30/04/25,32,30
O3120,P002,TMT Steel Bars,V006,Precision Electricals,33,1039,34287,09/07/25,90,40
O3121,P001,Cement Bags,V008,Reliable Bitumen Works,175,589,103075,08/07/25,69,50
O3122,P002,TMT Steel Bars,V010,Metro Hardware Hub,94,2540,238760,04/04/25,78,40
O3123,P008,Stormwater Grates,V001,UltraBuild Suppliers,85,1556,132260,03/11/25,56,20
O3124,P007,Paver Blocks,V010,Metro Hardware Hub,179,3279,586941,03/12/25,116,45
O3125,P008,Stormwater Grates,V005,Green Earth Aggregates,42,4477,188034,16/03/25,42,20
O3126,P006,Electrical Cables,V009,AquaFlow Solutions,168,3346,562128,19/10/25,86,25
O3127,P003,Bitumen Drums,V004,Sai Pipes & Fittings,104,1043,108472,11/01/25,42,30
O3128,P005,Coarse Aggregates,V009,AquaFlow Solutions,165,1792,295680,08/04/25,27,60
O3129,P003,Bitumen Drums,V002,Shree Steel Traders,77,2611,201047,14/03/25,104,30
O3130,P007,Paver Blocks,V007,Prime Machinery Vendors,164,648,106272,15/11/25,57,45
O3131,P008,Stormwater Grates,V001,UltraBuild Suppliers,59,3460,204140,02/03/25,86,20
O3132,P007,Paver Blocks,V008,Reliable Bitumen Works,27,3820,103140,21/04/25,27,45
O3133,P004,PVC Drain Pipes,V005,Green Earth Aggregates,153,2005,306765,10/12/25,46,35
O3134,P006,Electrical Cables,V010,Metro Hardware Hub,82,4461,365802,03/12/25,22,25
O3135,P001,Cement Bags,V009,AquaFlow Solutions,92,225,20700,26/06/25,119,50
O3136,P002,TMT Steel Bars,V007,Prime Machinery Vendors,56,3756,210336,16/01/25,48,40
O3137,P003,Bitumen Drums,V009,AquaFlow Solutions,123,3138,385974,13/12/25,74,30
O3138,P007,Paver Blocks,V003,Bharat Infra Supply Co.,88,965,84920,09/10/25,105,45
O3139,P007,Paver Blocks,V007,Prime Machinery Vendors,108,3533,381564,07/02/25,85,45
O3140,P001,Cement Bags,V004,Sai Pipes & Fittings,163,4147,675961,07/08/25,108,50
O3141,P003,Bitumen Drums,V002,Shree Steel Traders,68,2769,188292,22/06/25,78,30
O3142,P005,Coarse Aggregates,V002,Shree Steel Traders,69,2387,164703,05/10/25,56,60
O3143,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,170,2745,466650,18/09/25,113,35
O3144,P001,Cement Bags,V005,Green Earth Aggregates,27,1545,41715,25/04/25,66,50
O3145,P001,Cement Bags,V001,UltraBuild Suppliers,151,3757,567307,20/07/25,81,50
O3146,P002,TMT Steel Bars,V007,Prime Machinery Vendors,34,1156,39304,18/07/25,111,40
O3147,P004,PVC Drain Pipes,V009,AquaFlow Solutions,39,865,33735,09/04/25,90,35
O3148,P006,Electrical Cables,V010,Metro Hardware Hub,26,592,15392,12/07/25,13,25
O3149,P001,Cement Bags,V009,AquaFlow Solutions,176,2487,437712,31/05/25,15,50
O3150,P002,TMT Steel Bars,V010,Metro Hardware Hub,102,645,65790,28/07/25,63,40
O3151,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,169,3831,647439,30/07/25,87,35
O3152,P001,Cement Bags,V003,Bharat Infra Supply Co.,114,2006,228684,24/05/25,86,50
O3153,P001,Cement Bags,V005,Green Earth Aggregates,146,3809,556114,03/11/25,61,50
O3154,P007,Paver Blocks,V005,Green Earth Aggregates,61,676,41236,18/08/25,96,45
O3155,P007,Paver Blocks,V003,Bharat Infra Supply Co.,125,1265,158125,12/03/25,81,45
O3156,P001,Cement Bags,V006,Precision Electricals,162,954,154548,09/09/25,100,50
O3157,P007,Paver Blocks,V008,Reliable Bitumen Works,32,1518,48576,25/12/25,77,45
O3158,P002,TMT Steel Bars,V010,Metro Hardware Hub,87,386,33582,26/09/25,55,40
O3159,P005,Coarse Aggregates,V009,AquaFlow Solutions,37,1799,66563,14/04/25,30,60
O3160,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,42,1286,54012,03/07/25,45,35
O3161,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,108,3487,376596,28/08/25,18,35
O3162,P002,TMT Steel Bars,V009,AquaFlow Solutions,138,287,39606,26/03/25,31,40
O3163,P002,TMT Steel Bars,V002,Shree Steel Traders,174,1538,267612,14/07/25,5,40
O3164,P004,PVC Drain Pipes,V002,Shree Steel Traders,128,2149,275072,20/09/25,110,35
O3165,P003,Bitumen Drums,V006,Precision Electricals,139,4261,592279,21/10/25,74,30
O3166,P007,Paver Blocks,V006,Precision Electricals,51,1759,89709,18/08/25,32,45
O3167,P005,Coarse Aggregates,V002,Shree Steel Traders,98,2367,231966,26/01/25,80,60
O3168,P006,Electrical Cables,V003,Bharat Infra Supply Co.,32,1353,43296,22/07/25,115,25
O3169,P001,Cement Bags,V005,Green Earth Aggregates,44,3732,164208,26/05/25,40,50
O3170,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,135,1878,253530,09/05/25,92,35
O3171,P007,Paver Blocks,V002,Shree Steel Traders,140,1087,152180,26/08/25,23,45
O3172,P003,Bitumen Drums,V008,Reliable Bitumen Works,67,815,54605,24/03/25,6,30
O3173,P008,Stormwater Grates,V002,Shree Steel Traders,170,1694,287980,18/11/25,18,20
O3174,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,152,3639,553128,21/10/25,26,60
O3175,P006,Electrical Cables,V009,AquaFlow Solutions,145,3787,549115,07/08/25,34,25
O3176,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,49,4421,216629,06/10/25,27,35
O3177,P007,Paver Blocks,V006,Precision Electricals,27,2972,80244,21/10/25,34,45
O3178,P001,Cement Bags,V008,Reliable Bitumen Works,146,3711,541806,15/12/25,56,50
O3179,P008,Stormwater Grates,V002,Shree Steel Traders,142,700,99400,12/09/25,56,20
O3180,P007,Paver Blocks,V004,Sai Pipes & Fittings,152,1400,212800,08/01/25,115,45
O3181,P001,Cement Bags,V006,Precision Electricals,116,1376,159616,04/12/25,15,50
O3182,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,77,3061,235697,12/12/25,46,30
O3183,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,120,3198,383760,21/06/25,6,40
O3184,P008,Stormwater Grates,V009,AquaFlow Solutions,46,2370,109020,19/10/25,56,20
O3185,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,153,1627,248931,20/10/25,14,40
O3186,P006,Electrical Cables,V003,Bharat Infra Supply Co.,165,3459,570735,01/11/25,63,25
O3187,P005,Coarse Aggregates,V001,UltraBuild Suppliers,80,3722,297760,08/11/25,84,60
O3188,P005,Coarse Aggregates,V009,AquaFlow Solutions,159,332,52788,06/03/25,25,60
O3189,P006,Electrical Cables,V001,UltraBuild Suppliers,28,2082,58296,05/10/25,89,25
O3190,P005,Coarse Aggregates,V007,Prime Machinery Vendors,149,2590,385910,08/03/25,87,60
O3191,P006,Electrical Cables,V005,Green Earth Aggregates,176,4395,773520,19/11/25,75,25
O3192,P002,TMT Steel Bars,V002,Shree Steel Traders,92,3040,279680,17/11/25,62,40
O3193,P008,Stormwater Grates,V009,AquaFlow Solutions,29,3815,110635,02/07/25,16,20
O3194,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,159,3490,554910,19/07/25,62,35
O3195,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,158,1729,273182,12/11/25,8,35
O3196,P005,Coarse Aggregates,V008,Reliable Bitumen Works,117,838,98046,02/02/25,83,60
O3197,P008,Stormwater Grates,V008,Reliable Bitumen Works,176,4234,745184,05/10/25,54,20
O3198,P007,Paver Blocks,V003,Bharat Infra Supply Co.,149,4273,636677,20/03/25,96,45
O3199,P006,Electrical Cables,V003,Bharat Infra Supply Co.,152,1806,274512,20/01/25,68,25
O3200,P006,Electrical Cables,V009,AquaFlow Solutions,154,205,31570,26/11/25,56,25
O3201,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,114,624,71136,18/05/25,94,35
O3202,P006,Electrical Cables,V001,UltraBuild Suppliers,119,3320,395080,14/11/25,98,25
O3203,P008,Stormwater Grates,V006,Precision Electricals,165,513,84645,11/12/25,8,20
O3204,P003,Bitumen Drums,V002,Shree Steel Traders,91,1641,149331,25/06/25,104,30
O3205,P005,Coarse Aggregates,V006,Precision Electricals,84,1695,142380,21/07/25,72,60
O3206,P007,Paver Blocks,V008,Reliable Bitumen Works,70,1349,94430,10/11/25,50,45
O3207,P003,Bitumen Drums,V005,Green Earth Aggregates,83,1290,107070,30/09/25,92,30
O3208,P005,Coarse Aggregates,V010,Metro Hardware Hub,120,2020,242400,10/04/25,115,60
O3209,P002,TMT Steel Bars,V009,AquaFlow Solutions,107,3516,376212,14/05/25,26,40
O3210,P006,Electrical Cables,V002,Shree Steel Traders,67,2967,198789,05/09/25,97,25
O3211,P006,Electrical Cables,V003,Bharat Infra Supply Co.,119,1573,187187,29/03/25,78,25
O3212,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,76,3012,228912,08/11/25,72,35
O3213,P002,TMT Steel Bars,V006,Precision Electricals,77,4332,333564,14/10/25,18,40
O3214,P006,Electrical Cables,V007,Prime Machinery Vendors,113,410,46330,08/09/25,87,25
O3215,P005,Coarse Aggregates,V009,AquaFlow Solutions,118,2857,337126,09/11/25,7,60
O3216,P008,Stormwater Grates,V006,Precision Electricals,93,2343,217899,04/01/25,33,20
O3217,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,180,1182,212760,12/12/25,117,60
O3218,P002,TMT Steel Bars,V009,AquaFlow Solutions,48,4142,198816,05/09/25,81,40
O3219,P001,Cement Bags,V003,Bharat Infra Supply Co.,70,4472,313040,27/12/25,111,50
O3220,P004,PVC Drain Pipes,V006,Precision Electricals,88,508,44704,06/07/25,16,35
O3221,P007,Paver Blocks,V004,Sai Pipes & Fittings,98,922,90356,31/05/25,46,45
O3222,P002,TMT Steel Bars,V008,Reliable Bitumen Works,103,2885,297155,24/02/25,30,40
O3223,P003,Bitumen Drums,V004,Sai Pipes & Fittings,113,1956,221028,03/08/25,109,30
O3224,P002,TMT Steel Bars,V008,Reliable Bitumen Works,80,3691,295280,12/06/25,62,40
O3225,P001,Cement Bags,V001,UltraBuild Suppliers,178,2377,423106,18/03/25,113,50
O3226,P005,Coarse Aggregates,V002,Shree Steel Traders,42,488,20496,01/07/25,104,60
O3227,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,118,1199,141482,30/10/25,94,20
O3228,P008,Stormwater Grates,V009,AquaFlow Solutions,163,692,112796,09/03/25,82,20
O3229,P001,Cement Bags,V008,Reliable Bitumen Works,89,3157,280973,01/05/25,21,50
O3230,P006,Electrical Cables,V009,AquaFlow Solutions,122,1533,187026,12/03/25,118,25
O3231,P007,Paver Blocks,V006,Precision Electricals,126,678,85428,26/10/25,46,45
O3232,P007,Paver Blocks,V009,AquaFlow Solutions,135,3822,515970,02/06/25,40,45
O3233,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,146,2967,433182,22/06/25,70,30
O3234,P006,Electrical Cables,V005,Green Earth Aggregates,170,3656,621520,12/06/25,51,25
O3235,P005,Coarse Aggregates,V010,Metro Hardware Hub,65,4312,280280,05/06/25,21,60
O3236,P002,TMT Steel Bars,V010,Metro Hardware Hub,41,3707,151987,14/01/25,47,40
O3237,P001,Cement Bags,V003,Bharat Infra Supply Co.,30,551,16530,07/06/25,24,50
O3238,P004,PVC Drain Pipes,V006,Precision Electricals,170,2101,357170,02/05/25,14,35
O3239,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,103,2799,288297,17/04/25,13,40
O3240,P006,Electrical Cables,V001,UltraBuild Suppliers,107,4136,442552,25/09/25,9,25
O3241,P007,Paver Blocks,V004,Sai Pipes & Fittings,162,1692,274104,21/02/25,92,45
O3242,P005,Coarse Aggregates,V005,Green Earth Aggregates,92,4458,410136,12/11/25,72,60
O3243,P007,Paver Blocks,V007,Prime Machinery Vendors,170,4219,717230,13/09/25,23,45
O3244,P007,Paver Blocks,V004,Sai Pipes & Fittings,134,3813,510942,30/05/25,97,45
O3245,P003,Bitumen Drums,V007,Prime Machinery Vendors,21,1262,26502,21/09/25,51,30
O3246,P006,Electrical Cables,V003,Bharat Infra Supply Co.,93,1913,177909,27/09/25,13,25
O3247,P003,Bitumen Drums,V004,Sai Pipes & Fittings,159,1067,169653,10/03/25,99,30
O3248,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,52,1839,95628,15/03/25,82,40
O3249,P005,Coarse Aggregates,V001,UltraBuild Suppliers,179,958,171482,13/07/25,12,60
O3250,P002,TMT Steel Bars,V001,UltraBuild Suppliers,153,2204,337212,15/05/25,58,40
O3251,P003,Bitumen Drums,V008,Reliable Bitumen Works,72,3994,287568,13/01/25,49,30
O3252,P003,Bitumen Drums,V009,AquaFlow Solutions,140,3509,491260,28/12/25,71,30
O3253,P008,Stormwater Grates,V002,Shree Steel Traders,65,1680,109200,29/06/25,120,20
O3254,P008,Stormwater Grates,V008,Reliable Bitumen Works,102,2332,237864,05/07/25,100,20
O3255,P005,Coarse Aggregates,V009,AquaFlow Solutions,143,1311,187473,21/03/25,53,60
O3256,P001,Cement Bags,V010,Metro Hardware Hub,103,1366,140698,16/02/25,84,50
O3257,P008,Stormwater Grates,V009,AquaFlow Solutions,117,2175,254475,22/02/25,98,20
O3258,P001,Cement Bags,V007,Prime Machinery Vendors,160,1688,270080,14/08/25,96,50
O3259,P008,Stormwater Grates,V002,Shree Steel Traders,64,718,45952,18/12/25,63,20
O3260,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,133,1979,263207,02/12/25,77,35
O3261,P003,Bitumen Drums,V010,Metro Hardware Hub,27,2869,77463,30/03/25,28,30
O3262,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,125,1602,200250,07/08/25,17,35
O3263,P002,TMT Steel Bars,V006,Precision Electricals,97,2135,207095,09/10/25,75,40
O3264,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,62,2863,177506,06/07/25,88,35
O3265,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,101,2723,275023,02/08/25,39,35
O3266,P008,Stormwater Grates,V002,Shree Steel Traders,138,4239,584982,24/03/25,33,20
O3267,P005,Coarse Aggregates,V007,Prime Machinery Vendors,83,360,29880,20/06/25,78,60
O3268,P005,Coarse Aggregates,V005,Green Earth Aggregates,167,4280,714760,01/03/25,83,60
O3269,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,174,3794,660156,06/04/25,5,20
O3270,P003,Bitumen Drums,V010,Metro Hardware Hub,132,772,101904,29/01/25,25,30
O3271,P004,PVC Drain Pipes,V006,Precision Electricals,172,4038,694536,27/09/25,102,35
O3272,P002,TMT Steel Bars,V008,Reliable Bitumen Works,74,4216,311984,17/06/25,95,40
O3273,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,53,1422,75366,12/12/25,8,35
O3274,P003,Bitumen Drums,V002,Shree Steel Traders,113,3453,390189,28/01/25,98,30
O3275,P004,PVC Drain Pipes,V009,AquaFlow Solutions,64,508,32512,23/01/25,118,35
O3276,P008,Stormwater Grates,V005,Green Earth Aggregates,175,4014,702450,15/09/25,71,20
O3277,P008,Stormwater Grates,V009,AquaFlow Solutions,109,1925,209825,27/12/25,93,20
O3278,P006,Electrical Cables,V006,Precision Electricals,67,2139,143313,01/10/25,86,25
O3279,P001,Cement Bags,V007,Prime Machinery Vendors,30,1854,55620,23/05/25,7,50
O3280,P004,PVC Drain Pipes,V005,Green Earth Aggregates,119,871,103649,21/10/25,109,35
O3281,P006,Electrical Cables,V010,Metro Hardware Hub,48,3970,190560,27/06/25,13,25
O3282,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,166,966,160356,18/03/25,7,35
O3283,P003,Bitumen Drums,V010,Metro Hardware Hub,170,3052,518840,13/01/25,89,30
O3284,P005,Coarse Aggregates,V002,Shree Steel Traders,70,4115,288050,01/12/25,40,60
O3285,P004,PVC Drain Pipes,V009,AquaFlow Solutions,34,1808,61472,23/10/25,5,35
O3286,P008,Stormwater Grates,V007,Prime Machinery Vendors,41,1923,78843,31/10/25,92,20
O3287,P002,TMT Steel Bars,V008,Reliable Bitumen Works,175,1143,200025,23/07/25,23,40
O3288,P003,Bitumen Drums,V001,UltraBuild Suppliers,58,1146,66468,22/03/25,31,30
O3289,P008,Stormwater Grates,V002,Shree Steel Traders,124,4022,498728,05/12/25,101,20
O3290,P001,Cement Bags,V003,Bharat Infra Supply Co.,49,931,45619,27/02/25,19,50
O3291,P007,Paver Blocks,V007,Prime Machinery Vendors,46,1260,57960,22/01/25,28,45
O3292,P001,Cement Bags,V002,Shree Steel Traders,134,1314,176076,25/06/25,97,50
O3293,P008,Stormwater Grates,V009,AquaFlow Solutions,83,1821,151143,20/04/25,84,20
O3294,P005,Coarse Aggregates,V001,UltraBuild Suppliers,166,1776,294816,14/07/25,60,60
O3295,P004,PVC Drain Pipes,V006,Precision Electricals,157,309,48513,02/04/25,89,35
O3296,P005,Coarse Aggregates,V008,Reliable Bitumen Works,153,1048,160344,25/05/25,24,60
O3297,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,43,2530,108790,13/10/25,7,40
O3298,P003,Bitumen Drums,V007,Prime Machinery Vendors,106,271,28726,07/12/25,78,30
O3299,P003,Bitumen Drums,V006,Precision Electricals,58,2548,147784,07/03/25,53,30
O3300,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,113,3066,346458,14/07/25,97,35
O3301,P001,Cement Bags,V002,Shree Steel Traders,74,3028,224072,22/12/25,21,50
O3302,P008,Stormwater Grates,V010,Metro Hardware Hub,24,996,23904,21/08/25,34,20
O3303,P003,Bitumen Drums,V002,Shree Steel Traders,90,1762,158580,03/07/25,59,30
O3304,P006,Electrical Cables,V009,AquaFlow Solutions,158,3203,506074,07/06/25,54,25
O3305,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,26,2324,60424,21/03/25,14,35
O3306,P003,Bitumen Drums,V001,UltraBuild Suppliers,143,640,91520,05/03/25,59,30
O3307,P003,Bitumen Drums,V006,Precision Electricals,142,2090,296780,11/09/25,76,30
O3308,P001,Cement Bags,V005,Green Earth Aggregates,62,703,43586,13/02/25,61,50
O3309,P007,Paver Blocks,V007,Prime Machinery Vendors,171,383,65493,27/04/25,57,45
O3310,P003,Bitumen Drums,V003,Bharat Infra Supply Co.,92,1076,98992,13/06/25,48,30
O3311,P003,Bitumen Drums,V005,Green Earth Aggregates,21,2017,42357,30/12/25,94,30
O3312,P001,Cement Bags,V005,Green Earth Aggregates,83,680,56440,09/01/25,20,50
O3313,P006,Electrical Cables,V010,Metro Hardware Hub,123,4266,524718,24/11/25,77,25
O3314,P006,Electrical Cables,V008,Reliable Bitumen Works,128,2725,348800,03/02/25,84,25
O3315,P008,Stormwater Grates,V006,Precision Electricals,171,3051,521721,26/05/25,52,20
O3316,P003,Bitumen Drums,V007,Prime Machinery Vendors,83,2258,187414,24/02/25,66,30
O3317,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,138,3756,518328,26/02/25,5,60
O3318,P001,Cement Bags,V001,UltraBuild Suppliers,50,4412,220600,20/01/25,20,50
O3319,P001,Cement Bags,V004,Sai Pipes & Fittings,125,2082,260250,19/08/25,17,50
O3320,P005,Coarse Aggregates,V007,Prime Machinery Vendors,43,4205,180815,05/08/25,25,60
O3321,P001,Cement Bags,V009,AquaFlow Solutions,159,307,48813,19/02/25,71,50
O3322,P008,Stormwater Grates,V006,Precision Electricals,47,1413,66411,16/01/25,80,20
O3323,P006,Electrical Cables,V002,Shree Steel Traders,35,3996,139860,11/04/25,15,25
O3324,P001,Cement Bags,V009,AquaFlow Solutions,124,3910,484840,07/05/25,18,50
O3325,P008,Stormwater Grates,V001,UltraBuild Suppliers,78,2920,227760,25/01/25,15,20
O3326,P006,Electrical Cables,V005,Green Earth Aggregates,155,2457,380835,03/06/25,67,25
O3327,P007,Paver Blocks,V004,Sai Pipes & Fittings,64,1135,72640,11/04/25,95,45
O3328,P001,Cement Bags,V001,UltraBuild Suppliers,164,3764,617296,28/06/25,28,50
O3329,P006,Electrical Cables,V009,AquaFlow Solutions,134,3689,494326,08/08/25,95,25
O3330,P005,Coarse Aggregates,V010,Metro Hardware Hub,147,443,65121,03/03/25,31,60
O3331,P001,Cement Bags,V009,AquaFlow Solutions,105,1829,192045,13/04/25,90,50
O3332,P007,Paver Blocks,V010,Metro Hardware Hub,60,3800,228000,12/08/25,37,45
O3333,P007,Paver Blocks,V007,Prime Machinery Vendors,58,846,49068,27/10/25,50,45
O3334,P004,PVC Drain Pipes,V002,Shree Steel Traders,55,4091,225005,17/01/25,7,35
O3335,P005,Coarse Aggregates,V001,UltraBuild Suppliers,123,3598,442554,21/02/25,59,60
O3336,P006,Electrical Cables,V005,Green Earth Aggregates,180,404,72720,04/02/25,101,25
O3337,P001,Cement Bags,V002,Shree Steel Traders,134,4178,559852,28/08/25,90,50
O3338,P005,Coarse Aggregates,V002,Shree Steel Traders,29,360,10440,02/12/25,100,60
O3339,P004,PVC Drain Pipes,V005,Green Earth Aggregates,159,756,120204,16/10/25,110,35
O3340,P001,Cement Bags,V005,Green Earth Aggregates,100,2242,224200,29/12/25,90,50
O3341,P006,Electrical Cables,V002,Shree Steel Traders,64,546,34944,09/11/25,37,25
O3342,P001,Cement Bags,V010,Metro Hardware Hub,170,2638,448460,03/11/25,87,50
O3343,P007,Paver Blocks,V008,Reliable Bitumen Works,175,4237,741475,25/04/25,86,45
O3344,P004,PVC Drain Pipes,V002,Shree Steel Traders,138,3796,523848,03/03/25,92,35
O3345,P007,Paver Blocks,V007,Prime Machinery Vendors,174,2597,451878,30/07/25,18,45
O3346,P002,TMT Steel Bars,V007,Prime Machinery Vendors,58,1971,114318,27/05/25,67,40
O3347,P008,Stormwater Grates,V001,UltraBuild Suppliers,142,2380,337960,30/04/25,36,20
O3348,P006,Electrical Cables,V003,Bharat Infra Supply Co.,131,1699,222569,19/12/25,31,25
O3349,P005,Coarse Aggregates,V009,AquaFlow Solutions,169,1133,191477,17/08/25,83,60
O3350,P002,TMT Steel Bars,V001,UltraBuild Suppliers,87,1552,135024,09/08/25,118,40
O3351,P001,Cement Bags,V003,Bharat Infra Supply Co.,74,4027,297998,21/09/25,11,50
O3352,P003,Bitumen Drums,V008,Reliable Bitumen Works,47,929,43663,29/01/25,57,30
O3353,P001,Cement Bags,V003,Bharat Infra Supply Co.,180,2325,418500,07/10/25,17,50
O3354,P004,PVC Drain Pipes,V002,Shree Steel Traders,114,4402,501828,16/09/25,81,35
O3355,P008,Stormwater Grates,V010,Metro Hardware Hub,57,1117,63669,16/08/25,15,20
O3356,P005,Coarse Aggregates,V001,UltraBuild Suppliers,150,450,67500,06/02/25,109,60
O3357,P007,Paver Blocks,V009,AquaFlow Solutions,86,2691,231426,12/03/25,73,45
O3358,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,135,3116,420660,20/09/25,71,40
O3359,P008,Stormwater Grates,V004,Sai Pipes & Fittings,149,3262,486038,06/01/25,61,20
O3360,P003,Bitumen Drums,V009,AquaFlow Solutions,35,410,14350,04/10/25,38,30
O3361,P007,Paver Blocks,V001,UltraBuild Suppliers,141,2823,398043,08/12/25,65,45
O3362,P003,Bitumen Drums,V002,Shree Steel Traders,68,3315,225420,13/02/25,77,30
O3363,P007,Paver Blocks,V005,Green Earth Aggregates,43,888,38184,19/09/25,25,45
O3364,P005,Coarse Aggregates,V008,Reliable Bitumen Works,62,3669,227478,16/09/25,76,60
O3365,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,120,4108,492960,22/11/25,90,20
